Latitude,Longitude,Ru [GV],Rc [GV],Rl [GV],PTF
20.0,165.0,14.98,14.98,14.98,0.0
20.0,180.0,14.86,14.86,14.86,0.0
20.0,195.0,13.77,13.77,13.77,0.0
20.0,210.0,12.6,12.58,12.55,0.4
20.0,225.0,11.61,11.47,11.15,0.3
20.0,240.0,10.54,10.22,9.97,0.56
20.0,255.0,8.74,8.08,7.94,0.82
20.0,270.0,8.75,7.33,6.81,0.73
20.0,285.0,9.04,7.76,6.51,0.51
20.0,300.0,10.82,10.32,9.43,0.36
20.0,315.0,12.17,11.78,11.24,0.42
20.0,330.0,12.7,12.4,11.76,0.32
20.0,345.0,13.82,13.77,13.27,0.09
20.0,360.0,14.62,14.62,14.62,0.0
25.0,0.0,13.87,13.59,12.85,0.27
25.0,15.0,13.65,13.34,12.55,0.28
25.0,30.0,13.02,12.61,11.66,0.3
25.0,45.0,12.98,12.34,11.07,0.34
25.0,60.0,13.9,13.47,12.25,0.26
25.0,75.0,15.01,15.01,15.01,0.0
25.0,90.0,15.89,15.89,15.89,0.0
25.0,105.0,15.48,15.48,15.48,0.0
25.0,120.0,14.95,14.95,14.95,0.0
25.0,135.0,14.48,14.48,14.48,0.0
25.0,150.0,14.31,14.31,14.31,0.0
25.0,165.0,14.09,14.09,14.09,0.0
25.0,180.0,13.92,13.92,13.92,0.0
25.0,195.0,12.93,12.93,12.93,0.0
25.0,210.0,11.43,11.32,10.99,0.25
25.0,225.0,10.02,9.87,9.44,0.26
25.0,240.0,8.9,8.79,8.3,0.18
25.0,255.0,6.9,6.66,5.67,0.2
25.0,270.0,6.48,5.85,4.89,0.4
25.0,285.0,6.96,6.18,4.77,0.36
25.0,300.0,9.16,8.09,6.41,0.39
25.0,315.0,10.84,10.14,9.18,0.42
25.0,330.0,11.89,11.51,10.79,0.35
25.0,345.0,13.02,12.75,12.31,0.38
25.0,360.0,13.87,13.59,12.85,0.27
30.0,0.0,11.71,11.16,10.49,0.45
30.0,15.0,11.59,10.82,10.14,0.53
30.0,30.0,11.58,10.71,9.02,0.34
30.0,45.0,11.42,10.82,9.1,0.26
30.0,60.0,12.18,11.4,9.96,0.35
30.0,75.0,12.62,12.07,10.45,0.25
30.0,90.0,12.96,12.65,11.46,0.21
30.0,105.0,12.92,12.85,11.93,0.07
30.0,120.0,13.77,13.77,13.77,0.0
30.0,135.0,13.78,13.78,13.78,0.0
30.0,150.0,13.22,13.22,13.22,0.0
30.0,165.0,12.47,12.47,12.47,0.0
30.0,180.0,11.97,11.97,11.97,0.0
30.0,195.0,11.02,11.02,11.02,0.0
30.0,210.0,9.82,9.53,7.14,0.11
30.0,225.0,7.66,7.52,6.81,0.16
30.0,240.0,6.45,6.2,4.82,0.15
30.0,255.0,5.01,4.76,4.52,0.51
30.0,270.0,4.48,3.84,3.32,0.55
30.0,285.0,4.84,4.3,3.25,0.34
30.0,300.0,5.76,5.46,4.81,0.32
30.0,315.0,9.1,8.62,6.54,0.19
30.0,330.0,10.54,9.89,8.74,0.36
30.0,345.0,11.17,10.67,10.1,0.47
30.0,360.0,11.71,11.16,10.49,0.45
35.0,0.0,10.08,9.46,8.49,0.39
35.0,15.0,10.17,9.38,8.04,0.37
35.0,30.0,9.44,8.98,6.4,0.15
35.0,45.0,9.29,9.05,8.77,0.46
35.0,60.0,10.61,9.75,7.53,0.28
35.0,75.0,10.95,10.32,7.68,0.19
35.0,90.0,10.96,10.27,8.56,0.29
35.0,105.0,11.41,10.66,9.07,0.32
35.0,120.0,12.37,12.11,10.93,0.18
35.0,135.0,12.86,12.78,12.7,0.5
35.0,150.0,12.25,12.18,6.0,0.01
35.0,165.0,11.54,11.22,9.27,0.14
35.0,180.0,10.87,10.34,7.52,0.16
35.0,195.0,9.79,9.54,8.27,0.16
35.0,210.0,7.4,6.87,5.01,0.22
35.0,225.0,5.58,5.44,5.08,0.28
35.0,240.0,4.91,4.59,4.17,0.43
35.0,255.0,3.95,3.62,3.27,0.49
35.0,270.0,3.17,3.06,2.64,0.21
35.0,285.0,3.72,3.27,2.87,0.53
35.0,300.0,4.75,4.51,3.53,0.2
35.0,315.0,5.67,5.41,4.79,0.3
35.0,330.0,8.89,8.49,5.97,0.14
35.0,345.0,9.63,8.71,6.87,0.33
35.0,360.0,10.08,9.46,8.49,0.39
40.0,0.0,7.51,7.04,5.54,0.24
40.0,15.0,7.6,7.39,7.2,0.52
40.0,30.0,6.77,6.44,5.15,0.2
40.0,45.0,6.47,6.14,5.48,0.33
40.0,60.0,7.72,7.46,7.29,0.6
40.0,75.0,8.06,7.64,5.62,0.17
40.0,90.0,8.28,7.7,6.32,0.3
40.0,105.0,8.78,8.52,8.35,0.6
40.0,120.0,9.83,9.33,6.47,0.15
40.0,135.0,11.05,10.35,7.02,0.17
40.0,150.0,10.74,10.27,8.39,0.2
40.0,165.0,9.87,9.61,9.48,0.67
40.0,180.0,9.09,8.78,6.53,0.12
40.0,195.0,6.89,6.56,5.86,0.32
40.0,210.0,5.54,5.3,4.79,0.32
40.0,225.0,5.14,4.63,3.8,0.38
40.0,240.0,3.89,3.65,3.02,0.28
40.0,255.0,2.95,2.7,2.35,0.42
40.0,270.0,2.6,2.39,2.16,0.48
40.0,285.0,2.95,2.52,2.39,0.77
40.0,300.0,3.98,3.73,3.37,0.41
40.0,315.0,4.95,4.31,3.83,0.57
40.0,330.0,5.94,5.71,5.09,0.27
40.0,345.0,6.8,6.45,5.37,0.24
40.0,360.0,7.51,7.04,5.54,0.24
45.0,0.0,5.53,5.25,4.78,0.37
45.0,15.0,5.81,5.53,5.01,0.35
45.0,30.0,5.8,5.38,4.64,0.36
45.0,45.0,5.94,5.42,4.51,0.36
45.0,60.0,6.03,5.53,4.38,0.3
45.0,75.0,6.34,5.68,4.82,0.43
45.0,90.0,6.31,5.66,4.07,0.29
45.0,105.0,6.74,6.3,4.72,0.22
45.0,120.0,7.22,6.85,5.77,0.26
45.0,135.0,6.83,6.48,5.11,0.2
45.0,150.0,7.73,7.32,5.35,0.17
45.0,165.0,6.68,6.37,5.35,0.23
45.0,180.0,6.25,5.93,5.06,0.27
45.0,195.0,5.63,5.37,4.64,0.26
45.0,210.0,4.88,4.4,3.56,0.36
45.0,225.0,3.79,3.68,2.9,0.12
45.0,240.0,2.83,2.78,2.38,0.11
45.0,255.0,1.92,1.88,1.8,0.33
45.0,270.0,1.61,1.49,1.45,0.75
45.0,285.0,1.84,1.72,1.67,0.71
45.0,300.0,2.96,2.61,2.19,0.45
45.0,315.0,3.94,3.73,3.37,0.37
45.0,330.0,4.87,4.4,3.5,0.34
45.0,345.0,5.35,4.96,4.13,0.32
45.0,360.0,5.53,5.25,4.78,0.37
50.0,0.0,3.54,3.36,2.99,0.33
50.0,15.0,3.81,3.58,3.15,0.35
50.0,30.0,4.31,4.01,3.25,0.28
50.0,45.0,4.52,4.15,3.25,0.29
50.0,60.0,4.21,4.0,3.54,0.31
50.0,75.0,4.0,3.81,3.27,0.26
50.0,90.0,4.13,3.87,3.56,0.46
50.0,105.0,4.46,4.14,3.36,0.29
50.0,120.0,5.6,5.09,4.37,0.41
50.0,135.0,5.85,5.29,4.77,0.52
50.0,150.0,5.93,5.28,4.5,0.45
50.0,165.0,5.59,4.75,4.15,0.58
50.0,180.0,5.26,4.72,3.78,0.36
50.0,195.0,4.51,4.4,4.26,0.44
50.0,210.0,3.47,3.28,3.03,0.43
50.0,225.0,2.57,2.52,2.35,0.23
50.0,240.0,1.6,1.55,1.45,0.33
50.0,255.0,1.11,1.03,0.93,0.44
50.0,270.0,0.94,0.78,0.69,0.64
50.0,285.0,1.01,0.88,0.74,0.48
50.0,300.0,1.48,1.38,1.22,0.38
50.0,315.0,2.6,2.44,2.21,0.41
50.0,330.0,3.08,2.92,2.71,0.43
50.0,345.0,3.36,3.2,2.78,0.28
50.0,360.0,3.54,3.36,2.99,0.33
55.0,0.0,2.04,1.93,1.82,0.5
55.0,15.0,2.37,2.2,2.12,0.68
55.0,30.0,2.51,2.35,2.13,0.42
55.0,45.0,2.62,2.48,2.34,0.5
55.0,60.0,2.55,2.4,2.26,0.52
55.0,75.0,2.62,2.45,2.24,0.45
55.0,90.0,2.59,2.4,2.24,0.54
55.0,105.0,2.85,2.62,2.26,0.39
55.0,120.0,3.2,2.96,2.68,0.46
55.0,135.0,3.5,3.26,2.97,0.45
55.0,150.0,3.63,3.41,3.07,0.39
55.0,165.0,3.36,3.1,2.77,0.44
55.0,180.0,3.18,2.84,2.32,0.4
55.0,195.0,2.7,2.5,2.07,0.32
55.0,210.0,2.13,1.93,1.71,0.48
55.0,225.0,1.56,1.48,1.37,0.42
55.0,240.0,0.94,0.79,0.69,0.6
55.0,255.0,0.46,0.34,0.29,0.71
55.0,270.0,0.31,0.21,0.19,0.83
55.0,285.0,0.28,0.24,0.21,0.57
55.0,300.0,0.76,0.62,0.55,0.67
55.0,315.0,1.35,1.3,1.23,0.42
55.0,330.0,1.76,1.61,1.52,0.62
55.0,345.0,1.93,1.83,1.72,0.48
55.0,360.0,2.04,1.93,1.82,0.5
60.0,0.0,1.27,1.22,1.12,0.33
60.0,15.0,1.46,1.38,1.3,0.5
60.0,30.0,1.55,1.45,1.35,0.5
60.0,45.0,1.55,1.51,1.44,0.36
60.0,60.0,1.58,1.5,1.34,0.33
60.0,75.0,1.67,1.58,1.51,0.56
60.0,90.0,1.62,1.48,1.45,0.82
60.0,105.0,1.77,1.68,1.49,0.32
60.0,120.0,1.98,1.92,1.86,0.5
60.0,135.0,2.32,2.15,1.98,0.5
60.0,150.0,2.36,2.2,1.98,0.42
60.0,165.0,2.22,2.01,1.88,0.62
60.0,180.0,1.94,1.8,1.58,0.39
60.0,195.0,1.62,1.51,1.45,0.65
60.0,210.0,1.26,1.2,1.11,0.4
60.0,225.0,0.8,0.72,0.62,0.44
60.0,240.0,0.27,0.24,0.23,0.75
60.0,255.0,0.12,0.12,0.12,0.0
60.0,270.0,0.1,0.1,0.1,0.0
60.0,285.0,0.08,0.08,0.08,0.0
60.0,300.0,0.11,0.11,0.11,0.0
60.0,315.0,0.48,0.39,0.29,0.47
60.0,330.0,0.94,0.83,0.68,0.42
60.0,345.0,1.14,1.02,0.94,0.6
60.0,360.0,1.27,1.22,1.12,0.33
65.0,0.0,0.51,0.39,0.28,0.52
65.0,15.0,0.6,0.52,0.45,0.53
65.0,30.0,0.6,0.57,0.56,0.75
65.0,45.0,0.62,0.57,0.56,0.83
65.0,60.0,0.59,0.57,0.56,0.67
65.0,75.0,0.78,0.69,0.62,0.56
65.0,90.0,0.92,0.68,0.63,0.83
65.0,105.0,0.97,0.79,0.69,0.64
65.0,120.0,1.05,0.93,0.87,0.67
65.0,135.0,1.16,1.09,0.98,0.39
65.0,150.0,1.18,1.1,0.99,0.42
65.0,165.0,1.15,1.07,0.95,0.4
65.0,180.0,1.02,0.86,0.79,0.7
65.0,195.0,0.88,0.69,0.6,0.68
65.0,210.0,0.48,0.38,0.33,0.67
65.0,225.0,0.19,0.19,0.19,0.0
65.0,240.0,0.11,0.11,0.11,0.0
65.0,255.0,0.02,0.02,0.02,0.0
65.0,270.0,0.02,0.02,0.02,0.0
65.0,285.0,0.02,0.02,0.02,0.0
65.0,300.0,0.02,0.02,0.02,0.0
65.0,315.0,0.02,0.02,0.02,0.0
65.0,330.0,0.02,0.02,0.02,0.0
65.0,345.0,0.26,0.2,0.18,0.75
65.0,360.0,0.51,0.39,0.28,0.52
70.0,0.0,0.0,0.0,0.0,0.0
70.0,15.0,0.0,0.0,0.0,0.0
70.0,30.0,0.0,0.0,0.0,0.0
70.0,45.0,0.05,0.05,0.05,0.0
70.0,60.0,0.0,0.0,0.0,0.0
70.0,75.0,0.0,0.0,0.0,0.0
70.0,90.0,0.0,0.0,0.0,0.0
70.0,105.0,0.0,0.0,0.0,0.0
70.0,120.0,0.4,0.32,0.31,0.89
70.0,135.0,0.32,0.32,0.32,0.0
70.0,150.0,0.55,0.34,0.31,0.88
70.0,165.0,0.54,0.3,0.27,0.89
70.0,180.0,0.35,0.26,0.25,0.9
70.0,195.0,0.22,0.21,0.2,0.5
70.0,210.0,0.14,0.14,0.14,0.0
70.0,225.0,0.02,0.02,0.02,0.0
70.0,240.0,0.02,0.02,0.02,0.0
70.0,255.0,0.02,0.02,0.02,0.0
70.0,270.0,0.02,0.02,0.02,0.0
70.0,285.0,0.02,0.02,0.02,0.0
70.0,300.0,0.0,0.0,0.0,0.0
70.0,315.0,0.0,0.0,0.0,0.0
70.0,330.0,0.0,0.0,0.0,0.0
70.0,345.0,0.0,0.0,0.0,0.0
70.0,360.0,0.0,0.0,0.0,0.0
75.0,0.0,0.0,0.0,0.0,0.0
75.0,15.0,0.0,0.0,0.0,0.0
75.0,30.0,0.0,0.0,0.0,0.0
75.0,45.0,0.0,0.0,0.0,0.0
75.0,60.0,0.0,0.0,0.0,0.0
75.0,75.0,0.0,0.0,0.0,0.0
75.0,90.0,0.0,0.0,0.0,0.0
75.0,105.0,0.0,0.0,0.0,0.0
75.0,120.0,0.0,0.0,0.0,0.0
75.0,135.0,0.0,0.0,0.0,0.0
75.0,150.0,0.1,0.1,0.1,0.0
75.0,165.0,0.08,0.08,0.08,0.0
75.0,180.0,0.02,0.02,0.02,0.0
75.0,195.0,0.0,0.0,0.0,0.0
75.0,210.0,0.0,0.0,0.0,0.0
75.0,225.0,0.0,0.0,0.0,0.0
75.0,240.0,0.0,0.0,0.0,0.0
75.0,255.0,0.0,0.0,0.0,0.0
75.0,270.0,0.02,0.02,0.02,0.0
75.0,285.0,0.0,0.0,0.0,0.0
75.0,300.0,0.0,0.0,0.0,0.0
75.0,315.0,0.0,0.0,0.0,0.0
75.0,330.0,0.0,0.0,0.0,0.0
75.0,345.0,0.0,0.0,0.0,0.0
75.0,360.0,0.0,0.0,0.0,0.0
80.0,0.0,0.0,0.0,0.0,0.0
80.0,15.0,0.0,0.0,0.0,0.0
80.0,30.0,0.0,0.0,0.0,0.0
80.0,45.0,0.0,0.0,0.0,0.0
80.0,60.0,0.0,0.0,0.0,0.0
80.0,75.0,0.0,0.0,0.0,0.0
80.0,90.0,0.0,0.0,0.0,0.0
80.0,105.0,0.0,0.0,0.0,0.0
80.0,120.0,0.0,0.0,0.0,0.0
80.0,135.0,0.0,0.0,0.0,0.0
80.0,150.0,0.0,0.0,0.0,0.0
80.0,165.0,0.0,0.0,0.0,0.0
80.0,180.0,0.0,0.0,0.0,0.0
80.0,195.0,0.0,0.0,0.0,0.0
80.0,210.0,0.0,0.0,0.0,0.0
80.0,225.0,0.0,0.0,0.0,0.0
80.0,240.0,0.0,0.0,0.0,0.0
80.0,255.0,0.0,0.0,0.0,0.0
80.0,270.0,0.0,0.0,0.0,0.0
80.0,285.0,0.0,0.0,0.0,0.0
80.0,300.0,0.0,0.0,0.0,0.0
80.0,315.0,0.0,0.0,0.0,0.0
80.0,330.0,0.0,0.0,0.0,0.0
80.0,345.0,0.0,0.0,0.0,0.0
80.0,360.0,0.0,0.0,0.0,0.0
85.0,0.0,0.0,0.0,0.0,0.0
85.0,15.0,0.0,0.0,0.0,0.0
85.0,30.0,0.0,0.0,0.0,0.0
85.0,45.0,0.0,0.0,0.0,0.0
85.0,60.0,0.0,0.0,0.0,0.0
85.0,75.0,0.0,0.0,0.0,0.0
85.0,90.0,0.0,0.0,0.0,0.0
85.0,105.0,0.0,0.0,0.0,0.0
85.0,120.0,0.0,0.0,0.0,0.0
85.0,135.0,0.0,0.0,0.0,0.0
85.0,150.0,0.0,0.0,0.0,0.0
85.0,165.0,0.0,0.0,0.0,0.0
85.0,180.0,0.0,0.0,0.0,0.0
85.0,195.0,0.0,0.0,0.0,0.0
85.0,210.0,0.0,0.0,0.0,0.0
85.0,225.0,0.0,0.0,0.0,0.0
85.0,240.0,0.0,0.0,0.0,0.0
85.0,255.0,0.0,0.0,0.0,0.0
85.0,270.0,0.0,0.0,0.0,0.0
85.0,285.0,0.0,0.0,0.0,0.0
85.0,300.0,0.0,0.0,0.0,0.0
85.0,315.0,0.0,0.0,0.0,0.0
85.0,330.0,0.0,0.0,0.0,0.0
85.0,345.0,0.0,0.0,0.0,0.0
85.0,360.0,0.0,0.0,0.0,0.0
90.0,0.0,0.02,0.02,0.02,0.0
90.0,15.0,0.02,0.02,0.02,0.0
90.0,30.0,0.02,0.02,0.02,0.0
90.0,45.0,0.02,0.02,0.02,0.0
90.0,60.0,0.02,0.02,0.02,0.0
90.0,75.0,0.02,0.02,0.02,0.0
90.0,90.0,0.02,0.02,0.02,0.0
90.0,105.0,0.02,0.02,0.02,0.0
90.0,120.0,0.02,0.02,0.02,0.0
90.0,135.0,0.02,0.02,0.02,0.0
90.0,150.0,0.02,0.02,0.02,0.0
90.0,165.0,0.02,0.02,0.02,0.0
90.0,180.0,0.02,0.02,0.02,0.0
90.0,195.0,0.02,0.02,0.02,0.0
90.0,210.0,0.02,0.02,0.02,0.0
90.0,225.0,0.02,0.02,0.02,0.0
90.0,240.0,0.02,0.02,0.02,0.0
90.0,255.0,0.02,0.02,0.02,0.0
90.0,270.0,0.02,0.02,0.02,0.0
90.0,285.0,0.02,0.02,0.02,0.0
90.0,300.0,0.02,0.02,0.02,0.0
90.0,315.0,0.02,0.02,0.02,0.0
90.0,330.0,0.02,0.02,0.02,0.0
90.0,345.0,0.02,0.02,0.02,0.0
90.0,360.0,0.02,0.02,0.02,0.0
